Title,Description,Deadline,D_day,Area,Category,Education,EmploymentType,Field1,Field2,Company,JobPost,CollectDate
"드라마 미술·소품 정규직 채용(경력, 신입)","채용공고 상세드라마 미술·소품 정규직 채용(경력, 신입)기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관진행팀드라마 소품팀 3명담당업무ㆍ- 드라마 소품팀 팀장,- 드라마 소품팀 진행 파트,- 드라마 소품팀 미술/인테리어 파트지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항ㆍ컴퓨터활용능력 우수, 인근거주자, 운전가능자, 차량소지자, 해당직무 근무경험, 문서작성 우수자, 엑셀 고급능력자, 더존/회계 능숙자, 포토샵 능숙자근무조건ㆍ근무형태:정규직(수습기간)-2개월ㆍ근무일시:탄력적근무제 탄력근무제ㆍ급여:면접후 결정(회사내규)ㆍ근무지역:(10328) 경기 고양시 일산동구 고봉로578번길 84-12전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 6월 8일 (월) 12시  ~ 2020년 8월 7일 (금) 24시ㆍ접수방법:사람인 입사지원, 전화 지원ㆍ이력서양식:자유양식ㆍ제출서류:포트폴리오 or 참여작품 자료 등 있으면 제출유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201103,27,경기 고양시 일산동구,경력무관,학력무관,정규직,,,(주)인아트프로덕션,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38725722&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
"[청년 디지털 일자리 사업] 마케팅, SNS 관리, 컨텐츠 제작등","채용공고 상세[청년 디지털 일자리 사업] 마케팅, SNS 관리, 컨텐츠 제작등기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용'그들의 기록이 헛되지 않게', '쉽고 재미있게'위의 두가지의 목표를 가지고 창업한 스타트업입니다.볼링 동호회 관련 서비스가 10월 중 런칭 예정입니다.런칭에 맞춰 서비스를 같이 키워 나갈 마케터 구합니다!! 공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관마케팅 및 홍보 컨텐츠 제작(콘텐츠 기획형) 1명담당업무ㆍSNS 운영 관리, Blog 운영 관리, 고객응대(댓글), 홍보컨텐츠 제작, 홍보 기획지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항ㆍ포토샵 능숙자, PPT능력 우수자,볼링동호회 경험자근무조건ㆍ근무형태:계약직(정규직 전환가능)-6개월ㆍ근무일시:주 5일(월~금) 탄력근무제월요일 10:30 ~ 18:00화~금 9:30 ~ 18:00ㆍ급여:2,200~2,400만원ㆍ근무지역:(46285) 부산 금정구 부산대학로50번길 68 3층 303호 - 부산 1호선 장전 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 28일 (월) 13시  ~ 2020년 10월 30일 (금) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:- 포트폴리오 있으시면 제출해주세요유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ 청년 디지털 일자리 사업에 참여하게 됩니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201030,23,,,,,,,디벨리언,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38840221&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
커뮤니티 매니저 (삼성점) 신입,"채용공고 상세커뮤니티 매니저 (삼성점) 신입2018년 04월 20일에 설립된 그 외 기타 분류 안된 사업지원 서비스업업종의 사업지원 서비스사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관사무 0명담당업무1. 커뮤니티 멤버(입주사) 응대 및 지점관리각 지점 커뮤니티 매니저는 멤버들이 편안하게 업무를 볼 수 있도록 다양한 컨시어지 서비스를 제공합니다. 기타 입퇴실 관리, 입주사 오리엔테이션등 입주사와 관련된 안내 및 관리를 전담합니다. 2. 방문고객 안내 및 대관 안내 방문 고객이 입주 문의와 투어 요청을 했을 때 스테이지나인이 제공하는 서비스와 공간을 안내하고 고객이 원하는 최상의 입주 조건을 고민하고 상담하는 역할을 합니다. 대관이 필요하신 분들에게 대관 안내를 하고 사용시 다양한 서포트를 제공합니다. 3. 네트워킹 지점내 입주사 들과의 관계 형성 및 입주사간 네트워크 유도, 입주사 간의 협업 또는 파트너쉽이 생길 수 있는 부분을 찾고 업무 협력 사례를 만듭니다.4. 지점 오피스 입주율 및 매출 관리 리드콜, 팔로업, 방문고객 투어 및 계약까지 해당 지점의 입주율과 매출을 실시간으로 관리하고, 영업 전략 수립과 기타 매출을 관리합니다.지원자격- 성별: 무관- 학력: 무관- 신입 - 경력 : 동종업계 경력자 / 고객응대서비스, 세일즈, 서비스 업무 경험자- 컴퓨터 활용 능력 : MS Office 활용 가능자- 외국어능력: 초급 영어회화 이상 가능자 or 기타언어 가능자- 긍정적인 마인드, 웃는 얼굴로 사교성이 좋은 자- 서비스 마인드를 갖춘 자- 문서 능력이 좋고 꼼꼼하고 정확한 업무처리 가능한 자            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간 3개월)ㆍ근무일시:주 5일(월~금) 오전 9시 30분 ~ 오후 6시 30분ㆍ급여:회사내규에 따름ㆍ근무지역:(06158) 서울 강남구 테헤란로79길 6 제이에스타워 - 분당선 선릉 에서 800m 이내전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 17일 (목) 11시  ~ 2020년 10월 17일 (토) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:이력서 및 자기소개서유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201017,10,서울 강남구,신입,학력무관,정규직,,,(주)스테이지나인,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38791825&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
[LG U+ 라이온] 2020년 하반기 직원 채용,"채용공고 상세[LG U+ 라이온] 2020년 하반기 직원 채용기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관판매사/ CS/ 업무지원팀 11명담당업무ㆍ휴대폰, 인터넷 판매/ 고객응대 및 관리/ 매장관리/ 해피콜, 사무지원자격ㆍ경력 : 무관 (신입도 지원 가능)(사원급)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간)-2개월ㆍ근무일시:주6일/월차 2회 오전 10시 ~ 오후 8시ㆍ급여:월급 200만원 + 인센티브 (평균급여 월급 300만원)ㆍ근무지역:(51744) 경남 창원시 마산합포구 해안대로 1 삼우빌딩(월남동5가)전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 8월 17일 (월) 12시  ~ 채용시ㆍ접수방법:사람인 입사지원, 전화 지원, 회사방문 접수ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:이력서(사진첨부없이)유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.근무지 및 모집인원ㆍ경남대점(창원시 마산합포구 해안대로 1, 1층 LGU+) 2명ㆍ반송시장점(창원시 성산구 원이대로 473번길 20-3, 1층 LGU+) 2명ㆍ진주대안점(진주시 진주대로 1067-1, LGU+) 2명ㆍ유니시티점(창원시 의창구 중동중앙로 47 어반브린슥 1층 34호, LGU+) 1명ㆍ진해이동점(창원시 진해구 진해대로 776번길 27, 온메디컬센터 1층 LGU+) 1명ㆍ창원홈플러스점(창원시 의창구 창원대로 415 홈플러스 2층 LGU+) 1명ㆍ산호야구장점(창원시 마산합포구 용마로 77, 1층 LGU+) 모집완료ㆍ사무실 직원 2명",채용시,999,,,,,,,라이온,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38624656&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
애견 애묘 용품 및 장난감(완구) 쇼핑몰 직원모집합니다.,"채용공고 상세애견 애묘 용품 및 장난감(완구) 쇼핑몰 직원모집합니다.기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 고졸 이상ㆍ나이/성별 : 23세~40세/무관애견 애묘 용품 및 장난감 쇼핑몰 직원모집합니다. 0명담당업무ㆍ오픈마켓, 쇼핑몰 상품등록 및 관리업무 pos계산업무지원자격ㆍ경력 : 경력 1년 이상            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직ㆍ근무일시:주 6일(월~토) 오후1:00 ~ 오후7:00 (시간협의가능) (휴게시간 30분)ㆍ급여:월급 145만원ㆍ근무지역:(22771) 인천 서구 석남동 223-858전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 8월 17일 (월) 14시  ~ 2020년 10월 16일 (금) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201016,9,,,,,,,장보는강아지와고양이(청라석남점),http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38625224&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
"(주)우택 사무보조 경력자 모집 ( 무역사무, 거래처 관리 등 )","채용공고 상세(주)우택 사무보조 경력자 모집 ( 무역사무, 거래처 관리 등 )전자상거래 소매 중개업업종의 종합몰사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관사무보조 1명담당업무ㆍ지원자격ㆍ경력 : 경력 2년 이상            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간)-2개월ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:2,600만원 이상 협의가능 (중식제공,퇴직금별도)ㆍ근무지역:(14445) 경기 부천시 오정로 27-8, 2층 (주)우택전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 15일 (화) 13시  ~ 2020년 11월 14일 (토) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201114,38,,,,,,,우택,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38779860&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
[MV EnM] 영상 콘텐츠 제작PD 모집 (신입/경력),"채용공고 상세[MV EnM] 영상 콘텐츠 제작PD 모집 (신입/경력)2018년 03월 29일에 설립된 그 외 기타 여신금융업업종의 여신금융사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관담당업무- 콘텐츠 영상 기획 촬영 및 편집 업무- SNS 콘텐츠 기획 및 영상 촬영 및 편집  (유튜브, 페이스북, 인스타그램)지원자격* 경력직 (년수무관) - 1명- 영상편집 툴 사용이 용이한 분 (프리미어, 에펙 등)* 신입 - 0명- 영상편집 툴 사용이 용이한 분우대사항- 해당직무 근무경험- 예능 감각 뛰어나신 분- 영상 콘텐츠 기획 능력이 뛰어나다고 생각하시는 분- 아이디어가 마구 넘쳐 회사에서 본인의 꿈을 펼쳐보고 싶으신 분            ㆍ기타 필수 사항        근무조건ㆍ근무형태:정규직(수습기간)-3개월ㆍ근무일시:주 5일(월~금) 09:30~18:30ㆍ급여:회사내규에 따름ㆍ근무지역:(03970) 서울 마포구 성미산로1길 40, 3층 (주)엠브이이엔엠 - 서울 6호선 망원 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 23일 (수) 13시  ~ 채용시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:포트폴리오 필수 제출유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",채용시,999,서울 마포구,경력무관,학력무관,정규직,,,(주)엠브이이엔엠,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38821215&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
"[에듀테크 벤처기업] 수학문제 유형,난이도 분류 수학강사 모집","채용공고 상세[에듀테크 벤처기업] 수학문제 유형,난이도 분류 수학강사 모집기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 대졸 이상 (4년)ㆍ나이/성별 : 21세~35세/무관온라인 수학교육 콘텐츠 개발기업부설연구소 0명담당업무ㆍ온라인 수학교육 콘텐츠 개발 >수학문제 유형별 분류,수학문제 난이도 구분지원자격ㆍ경력 : 무관 (신입도 지원 가능)(연구원급)            ㆍ기타 필수 사항        우대사항ㆍ공학계열, 수학/통계학ㆍ컴퓨터활용능력 우수, 해당직무 근무경험근무조건ㆍ근무형태:계약직(정규직 전환가능)-6개월, 아르바이트, 프리랜서ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:2,400~2,600만원ㆍ근무지역:(48060) 부산 해운대구 센텀1로 28 더블유비씨더팔레스오피스텔 - 부산 2호선 센텀시티 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 23일 (수) 15시  ~ 2020년 11월 22일 (일) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:자유양식ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201122,46,,,,,,,(주)매쓰모카,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38822124&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
라이프스타일 플랫폼 르위켄 '프리랜서 웹디자이너' 채용 공고,"채용공고 상세사람인 - 공채의 기준프리미엄 라이프스타일 플랫폼 르위켄웹디자이너 채용 공고POSITIVE LIFE COMPANY              PLC는 [프리미엄, 유니크 라이프스타일 플랫폼 '르위켄'] 을 필두로              온라인 커머스 시장에 새로운 Business Scheme 을 적용하며 성장하고 있습니다.              특히 르위켄은 ""일상이 곧 주말"" 이라는 모토 아래              주말 같은 라이프스타일을 기획 및 제안하며, 고객의 삶을 Upgrade 하는데 기여하고 있습니다.기업문화- PLC는 젊은 기업으로, 스타트업의 장점 + 안정성 을 추구합니다.               좀 더 풀어서 이야기하면,            합리적이며 효율적으로 일하는 SMART WORKING 을 추구합니다.            또한 독립적이고 자발성 있는 업무, 자유로운 의견 제안 및 변화를 직접 경험하며 성장하는 문화입니다. 인재상- 자신과의 경쟁을 즐길 줄 알고,                의미있는 일을 책임감 있게 하며,            타인을 배려할 줄 아는 사람모집부문모집부문주요업무자격요건 / 우대사항인원리빙 MD● 온라인 웹디자이너- 프리미엄 라이프스타일 웹사이트 이미지 제작- 브랜드 상품 상세이미지(페이지) 제작 및 등록- 마케팅 프로모션 배너, 페이지 제작- 디자인 업무 전반 작업자격요건- 경력 : 1년 이상, 프리랜서우대사항- 프리미엄 라이프스타일, 인테리어에 대한 이해가 높으신 분 우대- 온라인 커머스 웹디자인 경험 필수- 리빙, 뷰티 상품 카탈로그 디자인 경험자 우대- 웹 퍼블리싱 가능자 우대* 예) OOO에서 프리랜서 웹디자이너로 3년 근무0명근무조건 - 근무형태 : 프리랜서, 아르바이트 (파트타임)          - 근무요일 : 재택근무          - 근무지역 : 서울 강남구 도산대로복리후생 - 연차휴가 연 15일- 4대보험- 건강검진- 직원구매할인- 경조사 및 명절 등 지원전형절차 * 1차면접 : 팀장급/실무진 인터뷰, 2차 : 대표 인터뷰제출서류 - 국문 또는 영문이력서- 포트폴리오 (필수)접수기간 / 방법- 접수기간 : 2020년 10월 31일 마감(채용시 마감)  - 접수방법 : 사람인 온라인 입사지원기타사항- 지원 시 수시로 검토하여 채용 진행되며, 채용 시 조기 마감될 수 있습니다.- 궁금하신 점이 있을 경우 언제든 아래 연락처로 연락 부탁드립니다.문의사항- 담당자 : 김지훈 그룹장- 연락처 : 010-7715-1770- 이메일 : jhkim@leweekend.co.kr",20201031,24,서울 강남구,경력1년↑,초대졸↑,파트·아르바이트,,,포지티브라이프컴퍼니(주),http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38817944&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
보호자와 강아지의 행복한 시작 '펫을부탁해' CS직원 모집합니다,"채용공고 상세보호자와 강아지의 행복한 시작 '펫을부탁해' CS직원 모집합니다#1 펫을부탁해는 어떤 회사 인가요? 펫을부탁해의 시작은 사람과 강아지가 함께 살아가며 일어나는 각종 문제에 대해서[보호자 교육]과 [강아지 행동]에 대한 교정을 진행하는 [문제행동 교정 출장교육 및 강연 서비스]로 시작되었습니다. 현재는 CJ의 DIATV 소속유튜버로 [구독자:5만3천채널]과 함께 [수만명의 자사 채널]들을 통하여 [영상과 이미지 컨텐츠들을 제작 유통]도 함께 하고 있습니다. 2020년 부터는 <펫을부탁해> 애견 브랜드 제품들도 출시 예정입니다!최종목표인 천만 이상의 애견인들의 필수 플랫폼으로 성장하는데 있어서, 힘이 되어줄 인재를찾고 있습니다. 많은 지원 부탁드립니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관ㆍ고객상담과 관련된 응대업무 경력 : 최소 1년 이상ㆍ기본적인 수준의 컴퓨터 사용능력(엑셀,워드)ㆍ강아지에 대한 기본 상식 애견훈련 전문업체 펫을부탁해에서 CS 직원 모십니다.CS팀 2명담당업무ㆍ강아지 출장훈련 문의 인바운드, 해피콜지원자격ㆍ경력 : 경력 1년 ~ 2년            ㆍ기타 필수 사항        우대사항    ㆍ​출장교육 CS관련 유경험자    ㆍ강아지 행동교정 훈련 능력 및 자격증 보유자    ㆍ친절한 응대와 세일즈 능력 보유자근무조건ㆍ근무형태:정규직(수습기간)-1개월, 프리랜서ㆍ근무일시:주5일근무(금,토/일,월 휴무) 오전 10시~오후 7시ㆍ급여:위와 같음.ㆍ근무지역:(01125) 서울 강북구 미아동 207-20 하당빌딩 7층 - 서울 4호선 미아 에서 200m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 21일 (월) 17시  ~ 채용시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",채용시,999,서울 강북구,경력 1~2년,학력무관,정규직·프리랜서,,,펫을부탁해,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38810672&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
모션그래퍼 / 영상 편집자 모집합니다,"채용공고 상세모션그래퍼 / 영상 편집자 모집합니다2014년 06월 30일에 설립된 광고 영화 및 비디오물 제작업업종의기업,관공서 홍보영상 기획,제작,판매유통사업을 하는 스튜디오엽 회사입니다.스튜디오엽은  1인 프리랜서로 시작하여 현재 법인의 형태로 회사를 운영.2인 + a 체재로, 관공서및 기업의 홍보영상 제작,예술 및 건축 관련 컨텐츠, 모션그래픽, 자체 컨텐츠 개발등의다양한 작업을 7년째 진행해 오고 있습니다. 작은 프로덕션이지만 찍어내듯이 영상을 만드는것이 아닌다양한 일들을 창의적으로 진행하며 워라벨을 중요시하는 회사입니다. 이번엔 청년디지털 일자리 사업을 통하여서 채용을 진행하게 되었습니다. 채용공고 기간동안 저희와 색깔이 맞는 분들을 찾고 있고그런 분들을 찾지 못할시에는 구하지 않는 쪽으로 생각 중입니다.함꼐하실 분들을 기다리고 있겠습니다.회사 홈페이지 및 운영 및 진행하고 있는 콘텐츠https://www.studioyup.comhttps://www.instagram.com/alterside.kr/모집부문 및 상세내용공통 자격요건ㆍ학력 : 대졸 이상 (2,3년)ㆍ나이/성별 : 23세~34세/무관모션그래퍼 및 영상편집자서울특별시 마포구 방울내로 59 3층 스튜디오엽 0명담당업무 -모션 그래퍼ㆍ 모션 그래픽 및 편집 ㆍ담당 업무에 따른 커뮤니케이션ㆍ플랫폼에 콘텐츠 관리 및 업로드(우대사항 - 프리미어를 활용한 편집가능자, 3D 툴 유경험자)-영상 촬영 및 편집자 ㆍ콘텐츠 영상 촬영 및 편집 ㆍ담당 업무에 따른 커뮤니케이션(우대사항 - 촬영 현장 운영과 후반 작업 유경험자)지원자격ㆍ경력 : 신입/경력 (년수무관)            ㆍ기타 필수 사항        근무조건ㆍ근무형태:정규직(수습기간)-3개월ㆍ근무일시:주 5일(월~금) 오전 10시~오후 7시ㆍ급여:2,400만원 (경력자는 협의)ㆍ근무지역:(03960) 서울 마포구 방울내로 59, 3층 - 서울 6호선 마포구청 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:~ 2020년 10월 11일 (일) 23시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:포트폴리오를 제출헤주세요.(필수) 유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201011,4,,,,,,,(주)스튜디오엽,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38818101&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
php 개발자 00명 모집합니다.,"채용공고 상세php 개발자 00명 모집합니다.모집부문 및 상세내용모집부문상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관개발자개발팀 00명담당업무ㆍ웹개발,php지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직ㆍ근무일시:ㆍ급여:면접후 결정ㆍ근무지역:(46244) 부산 금정구 금정로 225, 5층(구서동) - 부산 1호선 구서 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 10월 6일 (화) 10시 ~ 2020년 11월 5일 (목) 24시ㆍ접수방법:사람인 입사지원, 홈페이지 지원, 회사방문 접수, 전화 지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201105,29,부산 금정구,경력무관,학력무관,정규직,웹에이전시,PHP,크렛폼,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38865460&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
영상 콘텐츠PD 신입 경력 채용,"채용공고 상세영상 콘텐츠PD 신입 경력 채용기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 대졸 이상 (2,3년)ㆍ나이/성별 : 무관영상 콘텐츠PD 신입 경력 채용 3명담당업무ㆍ영상 콘텐츠 기획 촬영 편집지원자격ㆍ경력 : 신입/경력 3년 이상            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간)-5개월, 계약직(정규직 전환가능)-5개월, 아르바이트ㆍ근무일시:주 5일(월~금) 오전 10시~오후 7시ㆍ급여:면접후 결정ㆍ근무지역:(63024) 제주 제주시 한림읍 일주서로 5834 2층 펑키도어전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 8월 20일 (목) 17시  ~ 2020년 10월 19일 (월) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:자유양식ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201019,12,제주 제주시,신입·경력,초대졸↑,정규직·계약직,,,펑키도어,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38647687&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
온라인 쇼핑몰 경력/신입 채용 (MD / AMD),채용공고 상세,20201108,32,경기 부천시,신입·경력,초대졸↑,정규직,,,케이앤에이치,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38750285&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
